source,speaker,token,syllable,vowel,onset,offset,srate,TM_ms,TD_ms,TM,TD,DeltaHeightMax,LaLagTM,LaLagTD
2015_06_18_19_F_05_1_005_sync,F05,tab.l,onset,ae,10.15308198,10.3849635,100,1034,1033,10,10,23,-127,-127
2015_06_18_19_F_05_1_005_sync,F05,til.b,coda,ih,12.48310251,12.69820312,100,1267,1257,13,13,26,-133,-134
2015_06_18_19_F_05_1_005_sync,F05,kil.b,coda,ih,15.01421188,15.28118073,100,1509,1520,15,15,10,51,52
2015_06_18_19_F_05_1_005_sync,F05,cab.l,onset,ae,21.9206506,22.22728339,100,2216,2217,22,22,8,142,142
2015_06_18_19_F_05_1_005_sync,F05,tal.b,coda,ae,24.24983774,24.50612784,100,2443,2442,24,24,20,44,44
2015_06_18_19_F_05_1_005_sync,F05,tib.l,onset,ih,30.93202253,31.17305727,100,3112,3102,31,31,21,101,100
2015_06_18_19_F_05_1_005_sync,F05,al.b,coda,ae,33.83743966,34.11203619,100,3405,3399,34,34,18,161,160
2015_06_18_19_F_05_1_005_sync,F05,kib.l,onset,ih,36.16676776,36.45967073,100,3642,3641,36,36,22,144,144
2015_06_18_19_F_05_1_005_sync,F05,cal.b,coda,ae,42.96475235,43.20578709,100,4315,4307,43,43,9,342,341
2015_06_18_19_F_05_1_006_sync,F05,al.b,coda,ae,7.206615901,7.491891186,100,740,743,7,7,14,-66,-66
2015_06_18_19_F_05_1_006_sync,F05,tib.l,onset,ih,9.548007076,9.761582156,100,973,976,10,10,19,-93,-92
2015_06_18_19_F_05_1_006_sync,F05,tal.b,coda,ae,11.63546709,11.90853809,100,1181,1180,12,12,18,-62,-62
2015_06_18_19_F_05_1_006_sync,F05,cab.l,onset,ae,15.90775175,16.17929721,100,1612,1612,16,16,12,41,41
2015_06_18_19_F_05_1_006_sync,F05,il.b,coda,ih,20.19667633,20.44991535,100,2032,2038,20,20,14,63,64
2015_06_18_19_F_05_1_006_sync,F05,cal.b,coda,ae,24.86420334,25.13117219,100,2512,2510,25,25,15,101,101
2015_06_18_19_F_05_1_006_sync,F05,kib.l,onset,ih,27.3010111,27.55425012,100,2750,2750,28,28,9,185,185
2015_06_18_19_F_05_1_006_sync,F05,kil.b,coda,ih,32.07394118,32.31192484,100,3215,3223,32,32,10,222,222
2015_06_18_19_F_05_1_006_sync,F05,tab.l,onset,ae,34.56927063,34.83318841,100,3479,3480,35,35,22,128,128
2015_06_18_19_F_05_1_006_sync,F05,til.b,coda,ih,39.30642108,39.49558758,100,3945,3943,39,39,23,165,164
2015_06_18_19_F_05_1_007_sync,F05,il.b,coda,ih,5.518975317,5.750856832,100,563,569,6,6,15,-94,-93
2015_06_18_19_F_05_1_007_sync,F05,al.b,coda,ae,13.7659255,14.05425186,100,1398,1399,14,14,15,-10,-10
2015_06_18_19_F_05_1_007_sync,F05,kib.l,onset,ih,15.91607372,16.17541489,100,1606,1609,16,16,29,-129,-129
2015_06_18_19_F_05_1_007_sync,F05,tab.l,onset,ae,20.43271425,20.70578524,100,2059,2058,21,21,23,-24,-24
2015_06_18_19_F_05_1_007_sync,F05,kil.b,coda,ih,22.60436075,22.83166565,100,2266,2280,23,23,9,137,138
2015_06_18_19_F_05_1_007_sync,F05,tib.l,onset,ih,27.00520156,27.23250646,100,2721,2719,27,27,21,62,62
2015_06_18_19_F_05_1_007_sync,F05,cab.l,onset,ae,29.15992641,29.41774204,100,2937,2943,29,29,20,94,94
2015_06_18_19_F_05_1_007_sync,F05,tal.b,coda,ae,31.49826696,31.76523581,100,3155,3167,32,32,15,166,167
2015_06_18_19_F_05_1_007_sync,F05,til.b,coda,ih,36.13237398,36.33221924,100,3629,3621,36,36,26,103,102
2015_06_18_19_F_05_1_007_sync,F05,cal.b,coda,ae,38.24022995,38.46448379,100,3840,3848,38,38,28,104,105
2015_06_18_19_F_05_1_008_sync,F05,kil.b,coda,ih,5.696982104,5.925812547,100,585,582,6,6,27,-212,-212
2015_06_18_19_F_05_1_008_sync,F05,tal.b,coda,ae,10.56116221,10.82660552,100,1062,1063,11,11,25,-144,-144
2015_06_18_19_F_05_1_008_sync,F05,kib.l,onset,ih,18.09305737,18.33714318,100,1831,1824,18,18,30,-117,-118
2015_06_18_19_F_05_1_008_sync,F05,tab.l,onset,ae,23.54407627,23.78663654,100,2372,2372,24,24,21,27,27
2015_06_18_19_F_05_1_008_sync,F05,cal.b,coda,ae,35.61563643,35.86429884,100,3579,3584,36,36,9,268,268
2015_06_18_19_F_05_1_008_sync,F05,tib.l,onset,ih,38.18280729,38.42994417,100,3841,3843,38,38,20,184,184
2015_06_18_19_F_05_1_008_sync,F05,al.b,coda,ae,40.51878888,40.77660451,100,4072,4069,41,41,11,297,297
2015_06_18_19_F_05_1_008_sync,F05,il.b,coda,ih,42.85047574,43.12659781,100,4299,4301,43,43,12,310,310
2015_06_18_19_F_05_1_009_sync,F05,til.b,coda,ih,5.294721518,5.476260336,100,540,541,5,5,25,-196,-196
2015_06_18_19_F_05_1_009_sync,F05,tab.l,onset,ae,11.55188024,11.79825435,100,1173,1179,12,12,19,-73,-72
2015_06_18_19_F_05_1_009_sync,F05,cal.b,coda,ae,13.77275418,14.02523044,100,1393,1385,14,14,9,49,49
2015_06_18_19_F_05_1_009_sync,F05,al.b,coda,ae,18.13400105,18.39639329,100,1832,1838,18,18,12,63,64
2015_06_18_19_F_05_1_009_sync,F05,tib.l,onset,ih,31.67699205,31.92031509,100,3184,3180,32,32,6,258,258
2015_06_18_19_F_05_1_009_sync,F05,il.b,coda,ih,33.97723539,34.24420424,100,3408,3423,34,34,6,281,282
2015_06_18_19_F_05_1_010_sync,F05,tab.l,onset,ae,2.919457458,3.151338973,100,308,310,3,3,21,-179,-179
2015_06_18_19_F_05_1_010_sync,F05,cal.b,coda,ae,9.362691216,9.602200414,100,950,943,10,9,8,15,14
2015_06_18_19_F_05_1_010_sync,F05,al.b,coda,ae,11.60617325,11.8563612,100,1176,1174,12,12,11,8,7
2015_06_18_19_F_05_1_010_sync,F05,tib.l,onset,ih,22.61653167,22.83163229,100,2282,2271,23,23,21,18,17
2015_06_18_19_F_05_1_010_sync,F05,kib.l,onset,ih,24.72812499,24.96763419,100,2493,2496,25,25,25,-1,0
2015_06_18_19_F_05_1_010_sync,F05,til.b,coda,ih,27.45831734,27.66884135,100,2761,2752,28,28,24,36,35
2015_06_18_19_F_05_1_010_sync,F05,kil.b,coda,ih,29.85698736,30.10793808,100,2996,3008,30,30,12,180,181
2015_06_18_19_F_05_1_010_sync,F05,il.b,coda,ih,32.19914206,32.48441735,100,3230,3244,32,32,13,193,194
2015_06_19_19_M_06_1_001_sync,M06,al.b,coda,ae,24.64766304,24.99701085,100,2471,2476,25,25,28,-33,-32
2015_06_19_19_M_06_1_001_sync,M06,kil.b,coda,ih,32.48147509,32.82472075,100,3259,3256,33,33,20,126,126
2015_06_19_19_M_06_1_001_sync,M06,al.b,coda,ae,35.01720085,35.37781286,100,3508,3516,35,35,19,161,162
2015_06_19_19_M_06_1_001_sync,M06,til.b,coda,ih,37.80484294,38.0977459,100,3792,3792,38,38,12,259,259
2015_06_19_19_M_06_1_001_sync,M06,il.b,coda,ih,40.2879687,40.64189312,100,4048,4046,40,40,10,305,305
2015_06_19_19_M_06_1_001_sync,M06,til.b,coda,ih,44.74899818,45.06020758,100,4485,4487,45,45,5,399,399
2015_06_19_19_M_06_1_001_sync,M06,til.b,coda,ih,47.4136627,47.68520816,100,4754,4748,48,47,26,215,215
2015_06_19_19_M_06_1_001_sync,M06,cal.b,coda,ae,49.68418758,50.01370342,100,4979,4978,50,50,15,348,348
2015_06_19_19_M_06_1_001_sync,M06,tab.l,onset,ae,52.24137228,52.54495401,100,5249,5238,52,52,25,275,274
2015_06_19_19_M_06_1_003_sync,M06,cal.b,coda,ae,2.555165146,2.848068113,100,277,263,3,3,11,-82,-84
2015_06_19_19_M_06_1_003_sync,M06,tal.b,coda,ae,6.760608118,7.085547348,100,697,685,7,7,13,-60,-62
2015_06_19_19_M_06_1_003_sync,M06,kil.b,coda,ih,10.75441197,11.00917653,100,1089,1086,11,11,19,-81,-81
2015_06_19_19_M_06_1_003_sync,M06,til.b,coda,ih,21.18645491,21.48393448,100,2140,2140,21,21,26,-46,-46
2015_06_19_19_M_06_1_003_sync,M06,cal.b,coda,ae,23.30859169,23.63810753,100,2349,2346,23,23,14,95,95
2015_06_19_19_M_06_1_003_sync,M06,tab.l,onset,ae,27.91135391,28.21493563,100,2814,2821,28,28,24,41,42
2015_06_19_19_M_06_1_003_sync,M06,il.b,coda,ih,29.99410877,30.3404055,100,3024,3012,30,30,16,142,141
2015_06_19_19_M_06_1_003_sync,M06,al.b,coda,ae,32.11901486,32.47293927,100,3232,3237,32,32,24,83,84
2015_06_19_19_M_06_1_003_sync,M06,kil.b,coda,ih,36.40834995,36.75769776,100,3658,3654,37,37,11,256,255
2015_06_19_19_M_06_1_003_sync,M06,til.b,coda,ih,38.77262406,39.11739526,100,3900,3902,39,39,39,0,0
2015_06_19_19_M_06_1_003_sync,M06,kil.b,coda,ih,42.00977435,42.27826874,100,4216,4216,42,42,22,202,202
2015_06_19_19_M_06_1_003_sync,M06,tib.l,onset,ih,47.91630606,48.15428973,100,4811,4806,48,48,12,361,361
2015_06_19_19_M_06_1_004_sync,M06,tal.b,coda,ae,4.449844949,4.72444148,100,460,448,5,4,8,-34,-35
2015_06_19_19_M_06_1_004_sync,M06,tab.l,onset,ae,10.65898431,10.98544908,100,1083,1078,11,11,8,28,28
2015_06_19_19_M_06_1_004_sync,M06,al.b,onset,ae,14.5749858,14.8648377,100,1473,1468,15,15,18,-33,-33
2015_06_19_19_M_06_1_004_sync,M06,il.b,coda,ih,20.65805697,20.99367495,100,2086,2082,21,21,14,69,68
2015_06_19_19_M_06_1_004_sync,M06,kil.b,coda,ih,22.79683378,23.11261979,100,2293,2293,23,23,13,99,99
2015_06_19_19_M_06_1_004_sync,M06,til.b,coda,ih,27.1298579,27.38462246,100,2726,2720,27,27,16,113,112
2015_06_19_19_M_06_1_004_sync,M06,kil.b,coda,ih,29.24644392,29.52104045,100,2946,2938,29,29,11,185,184
2015_06_19_19_M_06_1_004_sync,M06,cab.l,onset,ae,32.19319103,32.46015988,100,3239,3243,32,32,18,144,144
2015_06_19_19_M_06_1_004_sync,M06,cal.b,coda,ae,36.87222997,37.15750525,100,3710,3706,37,37,46,-89,-89
2015_06_19_19_M_06_1_005_sync,M06,tal.b,coda,ae,3.785850103,4.022308227,100,382,389,4,4,7,-32,-31
2015_06_19_19_M_06_1_005_sync,M06,kib.l,onset,ih,5.8817711,6.138061196,100,606,603,6,6,17,-109,-110
2015_06_19_19_M_06_1_005_sync,M06,til.b,coda,ih,8.097376223,8.327732203,100,820,819,8,8,13,-48,-48
2015_06_19_19_M_06_1_005_sync,M06,al.b,coda,ae,12.09603881,12.35537998,100,1214,1221,12,12,12,1,2
2015_06_19_19_M_06_1_005_sync,M06,tab.l,onset,ae,14.20776652,14.4930418,100,1437,1432,14,14,22,-76,-77
2015_06_19_19_M_06_1_005_sync,M06,tib.l,onset,ih,26.8115976,27.04805572,100,2699,2705,27,27,17,100,101
2015_06_19_19_M_06_1_005_sync,M06,cab.l,onset,ae,28.79560308,29.03816335,100,2895,2903,29,29,16,130,130
2015_06_19_19_M_06_1_005_sync,M06,il.b,coda,ih,30.68280754,30.95587853,100,3088,3080,31,31,15,159,158
2015_06_19_19_M_06_1_005_sync,M06,kil.b,coda,ih,36.81927279,37.0465777,100,3696,3694,37,37,30,70,69
2015_06_19_19_M_06_1_005_sync,M06,cab.l,onset,ae,38.65710853,38.91492416,100,3885,3878,39,39,18,209,208
2015_06_19_19_M_06_1_006_sync,M06,tal.b,coda,ae,2.872998837,3.120135715,100,290,300,3,3,8,-51,-50
2015_06_19_19_M_06_1_006_sync,M06,til.b,coda,ih,8.499143535,8.709667542,100,860,859,9,9,24,-154,-154
2015_06_19_19_M_06_1_006_sync,M06,tib.l,onset,ih,10.51878777,10.86813558,100,1074,1072,11,11,35,-243,-243
2015_06_19_19_M_06_1_006_sync,M06,cab.l,onset,ae,12.59141538,12.84770548,100,1277,1282,13,13,31,-182,-182
2015_06_19_19_M_06_1_006_sync,M06,al.b,coda,ae,16.51726276,16.80406358,100,1660,1667,17,17,34,-174,-173
2015_06_19_19_M_06_1_006_sync,M06,cal.b,coda,ae,20.568627,20.80661066,100,2064,2070,21,21,37,-164,-163
2015_06_19_19_M_06_1_006_sync,M06,tab.l,onset,ae,24.60126199,24.8621287,100,2478,2482,25,25,31,-62,-62
2015_06_19_19_M_06_1_006_sync,M06,il.b,coda,ih,30.65313088,30.87280811,100,3077,3079,31,31,35,-42,-42
2015_06_19_19_M_06_1_006_sync,M06,kil.b,coda,ih,34.88782899,35.11513389,100,3504,3501,35,35,31,40,40
2015_06_19_19_M_06_1_006_sync,M06,kib.l,onset,ih,37.01259417,37.32227804,100,3724,3722,37,37,40,-28,-28
2015_06_19_19_M_06_1_007_sync,M06,cab.l,onset,ae,3.449087967,3.693936541,100,361,365,4,4,19,-154,-154
2015_06_19_19_M_06_1_007_sync,M06,kil.b,coda,ih,7.366996469,7.583622621,100,750,747,8,7,12,-45,-45
2015_06_19_19_M_06_1_007_sync,M06,tab.l,onset,ae,15.6321817,15.90525269,100,1579,1577,16,16,23,-72,-72
2015_06_19_19_M_06_1_007_sync,M06,al.b,coda,ae,19.64998415,19.89559549,100,1971,1978,20,20,15,47,48
2015_06_19_19_M_06_1_007_sync,M06,cal.b,coda,ae,23.88191294,24.09548802,100,2395,2400,24,24,7,170,170
2015_06_19_19_M_06_1_007_sync,M06,til.b,coda,ih,26.03635579,26.2514564,100,2617,2615,26,26,10,162,162
2015_06_19_19_M_06_1_007_sync,M06,tal.b,coda,ae,30.27105401,30.49988445,100,3035,3042,30,30,26,44,44
2015_06_19_19_M_06_1_007_sync,M06,il.b,coda,ih,32.21012674,32.46336577,100,3236,3234,32,32,25,74,73
2015_06_19_19_M_06_1_008_sync,M06,cab.l,onset,ae,8.675807577,8.900061411,100,883,889,9,9,26,-172,-171
2015_06_19_19_M_06_1_008_sync,M06,cal.b,coda,ae,15.03204998,15.27766132,100,1510,1516,15,15,9,61,62
2015_06_19_19_M_06_1_008_sync,M06,cab.l,onset,ae,21.50856919,21.76791036,100,2162,2160,22,22,5,166,166
2015_06_19_19_M_06_1_008_sync,M06,il.b,coda,ih,23.697266,23.98101575,100,2382,2387,24,24,4,198,199
2015_06_19_19_M_06_1_008_sync,M06,tib.l,onset,ih,28.82994128,29.05572065,100,2901,2907,29,29,6,230,231
2015_06_19_19_M_06_1_008_sync,M06,til.b,coda,ih,31.21404776,31.42609731,100,3136,3132,31,31,9,224,223
2015_06_19_19_M_06_1_008_sync,M06,kil.b,coda,ih,33.72158174,33.95193772,100,3386,3386,34,34,10,239,239
2015_06_19_19_M_06_1_008_sync,M06,kib.l,onset,ih,35.99238814,36.25783145,100,3620,3625,36,36,9,272,273
2015_06_23_19_M_07_1_001_sync,M07,tib.l,onset,ih,12.08351001,12.30852661,100,1225,1220,12,12,15,-28,-28
2015_06_23_19_M_07_1_001_sync,M07,kib.l,onset,ih,16.74788736,16.95230922,100,1691,1694,17,17,9,79,79
2015_06_23_19_M_07_1_001_sync,M07,al.b,coda,ae,18.82924551,19.07028025,100,1892,1896,19,19,8,109,110
2015_06_23_19_M_07_1_001_sync,M07,kil.b,coda,ih,23.97329164,24.16856028,100,2409,2409,24,24,14,101,101
2015_06_23_19_M_07_1_001_sync,M07,il.b,coda,ih,28.2218608,28.45984446,100,2835,2835,28,28,14,144,144
2015_06_23_19_M_07_1_001_sync,M07,al.b,coda,ae,32.81561167,33.0566464,100,3292,3295,33,33,29,39,40
2015_06_23_19_M_07_1_001_sync,M07,tab.l,onset,ae,44.16851705,44.41107732,100,4433,4439,44,44,12,323,324
2015_06_23_19_M_07_1_001_sync,M07,tab.l,onset,ae,46.38023802,46.60906846,100,4656,4663,47,47,5,416,416
2015_06_23_19_M_07_1_002_sync,M07,tal.b,coda,ae,7.681272783,7.899424472,100,774,775,8,8,20,-123,-123
2015_06_23_19_M_07_1_002_sync,M07,al.b,coda,ae,9.707159951,9.914632886,100,973,980,10,10,24,-143,-142
2015_06_23_19_M_07_1_002_sync,M07,kil.b,coda,ih,15.92433763,16.10129984,100,1599,1604,16,16,4,120,120
2015_06_23_19_M_07_1_002_sync,M07,cal.b,coda,ae,20.63998972,20.87492231,100,2073,2074,21,21,7,137,137
2015_06_23_19_M_07_1_002_sync,M07,cab.l,onset,ae,27.13841735,27.37029886,100,2727,2729,27,27,5,223,223
2015_06_23_19_M_07_1_002_sync,M07,tib.l,onset,ih,34.08132746,34.26591735,100,3424,3424,34,34,7,272,272
2015_06_23_19_M_07_1_002_sync,M07,il.b,coda,ih,38.68866632,38.89919033,100,3881,3881,39,39,20,188,188
2015_06_23_19_M_07_1_003_sync,M07,til.b,coda,ih,3.99637411,4.164183102,100,407,411,4,4,7,-29,-29
2015_06_23_19_M_07_1_003_sync,M07,tal.b,coda,ae,6.154560078,6.352879795,100,620,620,6,6,7,-8,-8
2015_06_23_19_M_07_1_003_sync,M07,kib.l,onset,ih,14.13496332,14.34548733,100,1428,1428,14,14,7,73,73
2015_06_23_19_M_07_1_003_sync,M07,tab.l,onset,ae,16.15488925,16.38219416,100,1626,1631,16,16,8,83,83
2015_06_23_19_M_07_1_003_sync,M07,til.b,coda,ih,21.02517175,21.2204404,100,2112,2109,21,21,12,91,91
2015_06_23_19_M_07_1_003_sync,M07,al.b,coda,ae,29.77650968,30.03432531,100,2987,2992,30,30,4,259,259
2015_06_23_19_M_07_1_003_sync,M07,cal.b,coda,ae,34.88103259,35.1083375,100,3499,3502,35,35,6,290,290
2015_06_23_19_M_07_1_003_sync,M07,tib.l,onset,ih,37.52600556,37.68771241,100,3767,3766,38,38,4,337,337
2015_06_23_19_M_07_1_003_sync,M07,tab.l,onset,ae,39.88570322,40.07486972,100,4001,4003,40,40,4,360,360
2015_06_23_19_M_07_1_004_sync,M07,il.b,coda,ih,7.683422945,7.895472489,100,777,779,8,8,10,-22,-22
2015_06_23_19_M_07_1_004_sync,M07,til.b,coda,ih,9.776152075,9.95921643,100,985,987,10,10,8,19,19
2015_06_23_19_M_07_1_004_sync,M07,cal.b,coda,ae,18.18480903,18.4273693,100,1826,1831,18,18,8,103,103
2015_06_23_19_M_07_1_004_sync,M07,tab.l,onset,ae,26.14953494,26.37531431,100,2631,2623,26,26,8,183,182
2015_06_23_19_M_07_1_004_sync,M07,tib.l,onset,ih,28.08610808,28.27374904,100,2824,2823,28,28,11,172,172
2015_06_23_19_M_07_1_004_sync,M07,til.b,coda,ih,30.10131678,30.27522791,100,3019,3016,30,30,8,222,222
2015_06_23_19_M_07_1_004_sync,M07,tal.b,coda,ae,34.47109553,34.70450258,100,3456,3454,35,35,6,286,285
2015_06_23_19_M_07_1_004_sync,M07,al.b,coda,ae,36.30962385,36.55523519,100,3640,3645,36,36,12,244,245
2015_06_23_19_M_07_1_004_sync,M07,tib.l,onset,ih,38.45505444,38.64422094,100,3862,3860,39,39,8,306,306
2015_06_23_19_M_07_1_004_sync,M07,tab.l,onset,ae,40.63959749,40.85622365,100,4076,4081,41,41,11,298,298
2015_06_23_19_M_07_1_005_sync,M07,tab.l,onset,ae,6.655817261,6.895326458,100,680,677,7,7,8,-12,-12
2015_06_23_19_M_07_1_005_sync,M07,cab.l,onset,ae,10.83421149,11.05693979,100,1095,1097,11,11,17,-61,-60
2015_06_23_19_M_07_1_005_sync,M07,al.b,coda,ae,18.64292197,18.88243116,100,1874,1876,19,19,10,87,88
2015_06_23_19_M_07_1_005_sync,M07,tab.l,onset,ae,20.60321128,20.81983743,100,2074,2074,21,21,8,127,127
2015_06_23_19_M_07_1_005_sync,M07,tib.l,onset,ih,22.56502611,22.76182029,100,2271,2270,23,23,16,67,67
2015_06_23_19_M_07_1_005_sync,M07,til.b,coda,ih,26.65715714,26.85090025,100,2677,2680,27,27,8,188,188
2015_06_23_19_M_07_1_005_sync,M07,tal.b,coda,ae,28.91020849,29.13293678,100,2899,2905,29,29,7,220,221
2015_06_23_19_M_07_1_005_sync,M07,il.b,coda,ih,31.95375715,32.17495991,100,3208,3208,32,32,9,231,231
2015_06_23_19_M_07_1_005_sync,M07,tib.l,onset,ih,36.42422116,36.59203015,100,3659,3656,37,37,12,246,246
2015_06_23_19_M_07_1_005_sync,M07,til.b,coda,ih,39.29080756,39.5150614,100,3942,3942,39,39,23,164,164
2015_06_23_19_M_07_1_006_sync,M07,tib.l,onset,ih,5.309110612,5.483021749,100,544,544,5,5,12,-66,-66
2015_06_23_19_M_07_1_006_sync,M07,kib.l,onset,ih,7.537753131,7.723868558,100,768,767,8,8,9,-13,-13
2015_06_23_19_M_07_1_006_sync,M07,tab.l,onset,ae,22.02573692,22.24693968,100,2213,2215,22,22,5,171,172
2015_06_23_19_M_07_1_006_sync,M07,tal.b,coda,ae,24.00974229,24.23094506,100,2410,2416,24,24,12,121,122
2015_06_23_19_M_07_1_006_sync,M07,il.b,coda,ih,25.99069662,26.21495046,100,2609,2610,26,26,11,151,151
2015_06_23_19_M_07_1_006_sync,M07,tal.b,coda,ae,30.66751793,30.88566962,100,3074,3079,31,31,8,227,228
2015_06_23_19_M_07_1_006_sync,M07,al.b,coda,ae,32.87411067,33.12582416,100,3295,3301,33,33,10,230,230
2015_06_23_19_M_07_1_006_sync,M07,tab.l,onset,ae,35.4060528,35.64251093,100,3553,3551,36,36,16,195,195
2015_06_23_19_M_07_1_006_sync,M07,til.b,coda,ih,37.60349218,37.80943957,100,3770,3771,38,38,6,317,317
2015_06_23_19_M_07_1_006_sync,M07,kil.b,coda,ih,39.85959415,40.04723511,100,3995,3997,40,40,8,320,320
2015_06_23_19_M_07_1_007_sync,M07,cal.b,coda,ae,3.744660623,3.970439993,100,381,385,4,4,11,-72,-72
2015_06_23_19_M_07_1_007_sync,M07,tib.l,onset,ih,10.25848471,10.45070229,100,1039,1037,10,10,14,-36,-36
2015_06_23_19_M_07_1_007_sync,M07,il.b,coda,ih,15.80401611,16.04047424,100,1591,1593,16,16,9,69,69
2015_06_23_19_M_07_1_007_sync,M07,til.b,coda,ih,20.24687922,20.44672447,100,2036,2035,20,20,13,74,74
2015_06_23_19_M_07_1_007_sync,M07,cab.l,onset,ae,22.39383513,22.6196145,100,2253,2251,23,23,9,135,135
2015_06_23_19_M_07_1_007_sync,M07,tib.l,onset,ih,28.68645641,28.90613363,100,2886,2884,29,29,15,139,138
2015_06_23_19_M_07_1_007_sync,M07,al.b,coda,ae,30.67532034,30.87516559,100,3076,3080,31,31,12,188,188
2015_06_23_19_M_07_1_007_sync,M07,tal.b,coda,ae,32.82241726,33.01921145,100,3292,3295,33,33,9,239,240
2015_06_23_19_M_07_1_007_sync,M07,til.b,coda,ih,34.96646303,35.15105293,100,3508,3508,35,35,5,301,301
2015_06_23_19_M_07_1_008_sync,M07,tal.b,coda,ae,3.302537263,3.491703763,100,337,337,3,3,10,-66,-66
2015_06_23_19_M_07_1_008_sync,M07,cal.b,coda,ae,7.650817628,7.878122535,100,770,777,8,8,6,17,18
2015_06_23_19_M_07_1_008_sync,M07,al.b,coda,ae,9.584480579,9.798055659,100,963,969,10,10,6,36,37
2015_06_23_19_M_07_1_008_sync,M07,tab.l,onset,ae,15.19117499,15.40780114,100,1530,1533,15,15,15,3,3
2015_06_23_19_M_07_1_008_sync,M07,tib.l,onset,ih,17.35269426,17.52050325,100,1746,1742,17,17,10,75,74
2015_06_23_19_M_07_1_008_sync,M07,tab.l,onset,ae,23.13718403,23.35838679,100,2329,2330,23,23,16,73,73
2015_06_23_19_M_07_1_008_sync,M07,kib.l,onset,ih,25.1858136,25.39023546,100,2535,2535,25,25,17,84,84
2015_06_23_19_M_07_1_008_sync,M07,til.b,coda,ih,27.17675465,27.36897222,100,2727,2728,27,27,9,183,183
2015_06_23_19_M_07_1_008_sync,M07,il.b,coda,ih,31.46124426,31.69465131,100,3159,3159,32,32,9,226,226
2015_06_23_19_M_07_1_008_sync,M07,til.b,coda,ih,33.41612379,33.61444351,100,3358,3353,34,34,15,186,185
2015_06_23_19_M_07_1_009_sync,M07,til.b,coda,ih,2.839575352,3.007384344,100,292,289,3,3,9,-61,-61
2015_06_23_19_M_07_1_009_sync,M07,kib.l,onset,ih,8.720724703,8.909891203,100,886,886,9,9,15,-61,-61
2015_06_23_19_M_07_1_009_sync,M07,kil.b,coda,ih,18.70343984,18.90633616,100,1881,1881,19,19,10,88,88
2015_06_23_19_M_07_1_009_sync,M07,cab.l,onset,ae,20.63696158,20.84748559,100,2078,2077,21,21,13,78,78
2015_06_23_19_M_07_1_009_sync,M07,cal.b,coda,ae,30.10113543,30.33606802,100,3020,3025,30,30,12,182,183
2015_06_23_19_M_07_1_009_sync,M07,al.b,coda,ae,32.38691519,32.61727117,100,3248,3250,32,33,10,225,225
2015_06_23_19_M_07_1_009_sync,M07,il.b,coda,ih,34.92717755,35.20024855,100,3510,3512,35,35,11,241,241
2015_06_23_19_M_07_1_009_sync,M07,tib.l,onset,ih,37.84743935,38.04423353,100,3801,3798,38,38,18,200,200
2015_06_23_19_M_07_1_010_sync,M07,cab.l,onset,ae,4.849969713,5.077274619,100,498,498,5,5,8,-30,-30
2015_06_23_19_M_07_1_010_sync,M07,tal.b,coda,ae,6.96474832,7.164593573,100,704,703,7,7,8,-10,-10
2015_06_23_19_M_07_1_010_sync,M07,tal.b,coda,ae,9.000762934,9.246374276,100,907,913,9,9,8,11,11
2015_06_23_19_M_07_1_010_sync,M07,tib.l,onset,ih,20.78802113,20.9802387,100,2095,2091,21,21,7,140,139
2015_06_23_19_M_07_1_010_sync,M07,kib.l,onset,ih,22.93290004,23.12206654,100,2309,2306,23,23,14,91,91
2015_06_23_19_M_07_1_010_sync,M07,til.b,coda,ih,25.16099121,25.35015771,100,2528,2524,25,25,12,133,132
2015_06_23_19_M_07_1_010_sync,M07,kil.b,coda,ih,27.1784174,27.35843069,100,2729,2731,27,27,8,193,193
2015_06_23_19_M_07_1_010_sync,M07,il.b,coda,ih,29.15603872,29.39402238,100,2928,2928,29,29,12,173,173
2015_06_23_19_M_08_1_001_sync,M08,tib.l,onset,ih,14.28681179,14.44851863,100,1441,1438,14,14,35,-206,-206
2015_06_23_19_M_08_1_001_sync,M08,tib.l,onset,ih,16.40520523,16.57453976,100,1653,1650,17,17,31,-145,-145
2015_06_23_19_M_08_1_001_sync,M08,kil.b,coda,ih,19.183592,19.34987545,100,1928,1928,19,19,34,-147,-147
2015_06_23_19_M_08_1_001_sync,M08,il.b,coda,ih,21.61734842,21.82634689,100,2174,2170,22,22,39,-173,-173
2015_06_23_19_M_08_1_001_sync,M08,al.b,coda,ae,26.11193834,26.32093681,100,2619,2617,26,26,40,-138,-138
2015_06_23_19_M_08_1_001_sync,M08,tab.l,onset,ae,28.99447183,29.21262352,100,2915,2917,29,29,36,-69,-68
2015_06_23_19_M_08_1_001_sync,M08,til.b,coda,ih,33.9723749,34.1447605,100,3409,3408,34,34,30,41,41
2015_06_23_19_M_08_1_001_sync,M08,cal.b,coda,ae,36.49072821,36.68904792,100,3658,3658,37,37,37,-4,-4
2015_06_23_19_M_08_1_001_sync,M08,cab.l,onset,ae,39.23000238,39.44052638,100,3938,3941,39,39,35,44,44
2015_06_23_19_M_08_1_001_sync,M08,tal.b,coda,ae,46.121736,46.30785143,100,4621,4620,46,46,38,82,82
2015_06_23_19_M_08_1_002_sync,M08,il.b,coda,ih,4.564694389,4.795050368,100,468,465,5,5,39,-343,-344
2015_06_23_19_M_08_1_002_sync,M08,tal.b,coda,ae,6.958646188,7.158491442,100,705,705,7,7,32,-250,-250
