source,speaker,token,syllable,vowel,onset,offset,TT,TM,TD,delTM,delTD
2015_06_18_19_F_05_1_007_sync,F05,kil.b,coda,ih,22.60436075,22.83166565,2273,2266,2280,70,-70
2015_06_18_19_F_05_1_007_sync,F05,tib.l,onset,ih,27.00520156,27.23250646,2707,2721,2719,-140,-120
2015_06_18_19_F_05_1_007_sync,F05,cab.l,onset,ae,29.15992641,29.41774204,2938,2937,2943,10,-50
2015_06_18_19_F_05_1_007_sync,F05,tal.b,coda,ae,31.49826696,31.76523581,3156,3155,3167,10,-110
2015_06_18_19_F_05_1_007_sync,F05,til.b,coda,ih,36.13237398,36.33221924,3628,3629,3621,-10,70
2015_06_18_19_F_05_1_007_sync,F05,cal.b,coda,ae,38.24022995,38.46448379,3847,3840,3848,70,-10
2015_06_18_19_F_05_1_008_sync,F05,kil.b,coda,ih,5.696982104,5.925812547,591,585,582,60,90
2015_06_18_19_F_05_1_008_sync,F05,tal.b,coda,ae,10.56116221,10.82660552,1080,1062,1063,180,170
2015_06_18_19_F_05_1_008_sync,F05,kib.l,onset,ih,18.09305737,18.33714318,1828,1831,1824,-30,40
2015_06_18_19_F_05_1_008_sync,F05,tab.l,onset,ae,23.54407627,23.78663654,2360,2372,2372,-120,-120
2015_06_18_19_F_05_1_008_sync,F05,cal.b,coda,ae,35.61563643,35.86429884,3589,3579,3584,100,50
2015_06_18_19_F_05_1_008_sync,F05,tib.l,onset,ih,38.18280729,38.42994417,3838,3841,3843,-30,-50
2015_06_18_19_F_05_1_008_sync,F05,al.b,coda,ae,40.51878888,40.77660451,4079,4072,4069,70,100
2015_06_18_19_F_05_1_008_sync,F05,il.b,coda,ih,42.85047574,43.12659781,4301,4299,4301,20,0
2015_06_18_19_F_05_1_009_sync,F05,til.b,coda,ih,5.294721518,5.476260336,547,540,541,70,60
2015_06_18_19_F_05_1_009_sync,F05,tab.l,onset,ae,11.55188024,11.79825435,1175,1173,1179,20,-40
2015_06_18_19_F_05_1_009_sync,F05,cal.b,coda,ae,13.77275418,14.02523044,1403,1393,1385,100,180
2015_06_18_19_F_05_1_009_sync,F05,al.b,coda,ae,18.13400105,18.39639329,1837,1832,1838,50,-10
2015_06_18_19_F_05_1_009_sync,F05,tib.l,onset,ih,31.67699205,31.92031509,3174,3184,3180,-100,-60
2015_06_18_19_F_05_1_009_sync,F05,il.b,coda,ih,33.97723539,34.24420424,3425,3408,3423,170,20
2015_06_18_19_F_05_1_010_sync,F05,tab.l,onset,ae,2.919457458,3.151338973,296,308,310,-120,-140
2015_06_18_19_F_05_1_010_sync,F05,cal.b,coda,ae,9.362691216,9.602200414,960,950,943,100,170
2015_06_18_19_F_05_1_010_sync,F05,al.b,coda,ae,11.60617325,11.8563612,1185,1176,1174,90,110
2015_06_18_19_F_05_1_010_sync,F05,tib.l,onset,ih,22.61653167,22.83163229,2270,2282,2271,-120,-10
2015_06_18_19_F_05_1_010_sync,F05,kib.l,onset,ih,24.72812499,24.96763419,2490,2493,2496,-30,-60
2015_06_18_19_F_05_1_010_sync,F05,til.b,coda,ih,27.45831734,27.66884135,2758,2761,2752,-30,60
2015_06_18_19_F_05_1_010_sync,F05,kil.b,coda,ih,29.85698736,30.10793808,3000,2996,3008,40,-80
2015_06_18_19_F_05_1_010_sync,F05,il.b,coda,ih,32.19914206,32.48441735,3237,3230,3244,70,-70
2015_06_19_19_M_06_1_001_sync,M06,al.b,coda,ae,24.64766304,24.99701085,2489,2471,2476,180,130
2015_06_19_19_M_06_1_001_sync,M06,kil.b,coda,ih,32.48147509,32.82472075,3278,3259,3256,190,220
2015_06_19_19_M_06_1_001_sync,M06,al.b,coda,ae,35.01720085,35.37781286,3533,3508,3516,250,170
2015_06_19_19_M_06_1_001_sync,M06,til.b,coda,ih,37.80484294,38.0977459,3807,3792,3792,150,150
2015_06_19_19_M_06_1_001_sync,M06,il.b,coda,ih,40.2879687,40.64189312,4058,4048,4046,100,120
2015_06_19_19_M_06_1_001_sync,M06,til.b,coda,ih,44.74899818,45.06020758,4496,4485,4487,110,90
2015_06_19_19_M_06_1_001_sync,M06,til.b,coda,ih,47.4136627,47.68520816,4768,4754,4748,140,200
2015_06_19_19_M_06_1_001_sync,M06,cal.b,coda,ae,49.68418758,50.01370342,4988,4979,4978,90,100
2015_06_19_19_M_06_1_001_sync,M06,tab.l,onset,ae,52.24137228,52.54495401,5253,5249,5238,40,150
2015_06_19_19_M_06_1_003_sync,M06,cal.b,coda,ae,2.555165146,2.848068113,278,277,263,10,150
2015_06_19_19_M_06_1_003_sync,M06,tal.b,coda,ae,6.760608118,7.085547348,701,697,685,40,160
2015_06_19_19_M_06_1_003_sync,M06,kil.b,coda,ih,10.75441197,11.00917653,1096,1089,1086,70,100
2015_06_19_19_M_06_1_003_sync,M06,til.b,coda,ih,21.18645491,21.48393448,2150,2140,2140,100,100
2015_06_19_19_M_06_1_003_sync,M06,cal.b,coda,ae,23.30859169,23.63810753,2360,2349,2346,110,140
2015_06_19_19_M_06_1_003_sync,M06,tab.l,onset,ae,27.91135391,28.21493563,2817,2814,2821,30,-40
2015_06_19_19_M_06_1_003_sync,M06,il.b,coda,ih,29.99410877,30.3404055,3030,3024,3012,60,180
2015_06_19_19_M_06_1_003_sync,M06,al.b,coda,ae,32.11901486,32.47293927,3244,3232,3237,120,70
2015_06_19_19_M_06_1_003_sync,M06,kil.b,coda,ih,36.40834995,36.75769776,3678,3658,3654,200,240
2015_06_19_19_M_06_1_003_sync,M06,til.b,coda,ih,38.77262406,39.11739526,3908,3900,3902,80,60
2015_06_19_19_M_06_1_003_sync,M06,kil.b,coda,ih,42.00977435,42.27826874,4227,4216,4216,110,110
2015_06_19_19_M_06_1_003_sync,M06,tib.l,onset,ih,47.91630606,48.15428973,4800,4811,4806,-110,-60
2015_06_19_19_M_06_1_004_sync,M06,tal.b,coda,ae,4.449844949,4.72444148,464,460,448,40,160
2015_06_19_19_M_06_1_004_sync,M06,tab.l,onset,ae,10.65898431,10.98544908,1073,1083,1078,-100,-50
2015_06_19_19_M_06_1_004_sync,M06,al.b,onset,ae,14.5749858,14.8648377,1486,1473,1468,130,180
2015_06_19_19_M_06_1_004_sync,M06,il.b,coda,ih,20.65805697,20.99367495,2095,2086,2082,90,130
2015_06_19_19_M_06_1_004_sync,M06,kil.b,coda,ih,22.79683378,23.11261979,2291,2293,2293,-20,-20
2015_06_19_19_M_06_1_004_sync,M06,til.b,coda,ih,27.1298579,27.38462246,2735,2726,2720,90,150
2015_06_19_19_M_06_1_004_sync,M06,kil.b,coda,ih,29.24644392,29.52104045,2952,2946,2938,60,140
2015_06_19_19_M_06_1_004_sync,M06,cab.l,onset,ae,32.19319103,32.46015988,3240,3239,3243,10,-30
2015_06_19_19_M_06_1_004_sync,M06,cal.b,coda,ae,36.87222997,37.15750525,3717,3710,3706,70,110
2015_06_19_19_M_06_1_005_sync,M06,tal.b,coda,ae,3.785850103,4.022308227,398,382,389,160,90
2015_06_19_19_M_06_1_005_sync,M06,kib.l,onset,ih,5.8817711,6.138061196,603,606,603,-30,0
2015_06_19_19_M_06_1_005_sync,M06,til.b,coda,ih,8.097376223,8.327732203,827,820,819,70,80
2015_06_19_19_M_06_1_005_sync,M06,al.b,coda,ae,12.09603881,12.35537998,1229,1214,1221,150,80
2015_06_19_19_M_06_1_005_sync,M06,tab.l,onset,ae,14.20776652,14.4930418,1425,1437,1432,-120,-70
2015_06_19_19_M_06_1_005_sync,M06,tib.l,onset,ih,26.8115976,27.04805572,2699,2699,2705,0,-60
2015_06_19_19_M_06_1_005_sync,M06,cab.l,onset,ae,28.79560308,29.03816335,2897,2895,2903,20,-60
2015_06_19_19_M_06_1_005_sync,M06,il.b,coda,ih,30.68280754,30.95587853,3080,3088,3080,-80,0
2015_06_19_19_M_06_1_005_sync,M06,kil.b,coda,ih,36.81927279,37.0465777,3694,3696,3694,-20,0
2015_06_19_19_M_06_1_005_sync,M06,cab.l,onset,ae,38.65710853,38.91492416,3886,3885,3878,10,80
2015_06_19_19_M_06_1_006_sync,M06,tal.b,coda,ae,2.872998837,3.120135715,302,290,300,120,20
2015_06_19_19_M_06_1_006_sync,M06,til.b,coda,ih,8.499143535,8.709667542,857,860,859,-30,-20
2015_06_19_19_M_06_1_006_sync,M06,tib.l,onset,ih,10.51878777,10.86813558,1076,1074,1072,20,40
2015_06_19_19_M_06_1_006_sync,M06,cab.l,onset,ae,12.59141538,12.84770548,1276,1277,1282,-10,-60
2015_06_19_19_M_06_1_006_sync,M06,al.b,coda,ae,16.51726276,16.80406358,1662,1660,1667,20,-50
2015_06_19_19_M_06_1_006_sync,M06,cal.b,coda,ae,20.568627,20.80661066,2069,2064,2070,50,-10
2015_06_19_19_M_06_1_006_sync,M06,tab.l,onset,ae,24.60126199,24.8621287,2481,2478,2482,30,-10
2015_06_19_19_M_06_1_006_sync,M06,il.b,coda,ih,30.65313088,30.87280811,3087,3077,3079,100,80
2015_06_19_19_M_06_1_006_sync,M06,kil.b,coda,ih,34.88782899,35.11513389,3500,3504,3501,-40,-10
2015_06_19_19_M_06_1_006_sync,M06,kib.l,onset,ih,37.01259417,37.32227804,3725,3724,3722,10,30
2015_06_19_19_M_06_1_007_sync,M06,cab.l,onset,ae,3.449087967,3.693936541,361,361,365,0,-40
2015_06_19_19_M_06_1_007_sync,M06,kil.b,coda,ih,7.366996469,7.583622621,751,750,747,10,40
2015_06_19_19_M_06_1_007_sync,M06,tab.l,onset,ae,15.6321817,15.90525269,1569,1579,1577,-100,-80
2015_06_19_19_M_06_1_007_sync,M06,al.b,coda,ae,19.64998415,19.89559549,1971,1971,1978,0,-70
2015_06_19_19_M_06_1_007_sync,M06,cal.b,coda,ae,23.88191294,24.09548802,2394,2395,2400,-10,-60
2015_06_19_19_M_06_1_007_sync,M06,til.b,coda,ih,26.03635579,26.2514564,2614,2617,2615,-30,-10
2015_06_19_19_M_06_1_007_sync,M06,tal.b,coda,ae,30.27105401,30.49988445,3034,3035,3042,-10,-80
2015_06_19_19_M_06_1_007_sync,M06,il.b,coda,ih,32.21012674,32.46336577,3237,3236,3234,10,30
2015_06_19_19_M_06_1_008_sync,M06,cab.l,onset,ae,8.675807577,8.900061411,885,883,889,20,-40
2015_06_19_19_M_06_1_008_sync,M06,cal.b,coda,ae,15.03204998,15.27766132,1509,1510,1516,-10,-70
2015_06_19_19_M_06_1_008_sync,M06,cab.l,onset,ae,21.50856919,21.76791036,2171,2162,2160,90,110
2015_06_19_19_M_06_1_008_sync,M06,il.b,coda,ih,23.697266,23.98101575,2399,2382,2387,170,120
2015_06_19_19_M_06_1_008_sync,M06,tib.l,onset,ih,28.82994128,29.05572065,2901,2901,2907,0,-60
2015_06_19_19_M_06_1_008_sync,M06,til.b,coda,ih,31.21404776,31.42609731,3133,3136,3132,-30,10
2015_06_19_19_M_06_1_008_sync,M06,kil.b,coda,ih,33.72158174,33.95193772,3387,3386,3386,10,10
2015_06_19_19_M_06_1_008_sync,M06,kib.l,onset,ih,35.99238814,36.25783145,3620,3620,3625,0,-50
2015_06_23_19_M_07_1_001_sync,M07,tib.l,onset,ih,12.08351001,12.30852661,1224,1225,1220,-10,40
2015_06_23_19_M_07_1_001_sync,M07,kib.l,onset,ih,16.74788736,16.95230922,1690,1691,1694,-10,-40
2015_06_23_19_M_07_1_001_sync,M07,al.b,coda,ae,18.82924551,19.07028025,1900,1892,1896,80,40
2015_06_23_19_M_07_1_001_sync,M07,kil.b,coda,ih,23.97329164,24.16856028,2417,2409,2409,80,80
2015_06_23_19_M_07_1_001_sync,M07,il.b,coda,ih,28.2218608,28.45984446,2848,2835,2835,130,130
2015_06_23_19_M_07_1_001_sync,M07,al.b,coda,ae,32.81561167,33.0566464,3298,3292,3295,60,30
2015_06_23_19_M_07_1_001_sync,M07,tab.l,onset,ae,44.16851705,44.41107732,4438,4433,4439,50,-10
2015_06_23_19_M_07_1_001_sync,M07,tab.l,onset,ae,46.38023802,46.60906846,4659,4656,4663,30,-40
2015_06_23_19_M_07_1_002_sync,M07,tal.b,coda,ae,7.681272783,7.899424472,781,774,775,70,60
2015_06_23_19_M_07_1_002_sync,M07,al.b,coda,ae,9.707159951,9.914632886,979,973,980,60,-10
2015_06_23_19_M_07_1_002_sync,M07,kil.b,coda,ih,15.92433763,16.10129984,1601,1599,1604,20,-30
2015_06_23_19_M_07_1_002_sync,M07,cal.b,coda,ae,20.63998972,20.87492231,2080,2073,2074,70,60
2015_06_23_19_M_07_1_002_sync,M07,cab.l,onset,ae,27.13841735,27.37029886,2719,2727,2729,-80,-100
2015_06_23_19_M_07_1_002_sync,M07,tib.l,onset,ih,34.08132746,34.26591735,3426,3424,3424,20,20
2015_06_23_19_M_07_1_002_sync,M07,il.b,coda,ih,38.68866632,38.89919033,3891,3881,3881,100,100
2015_06_23_19_M_07_1_003_sync,M07,til.b,coda,ih,3.99637411,4.164183102,405,407,411,-20,-60
2015_06_23_19_M_07_1_003_sync,M07,tal.b,coda,ae,6.154560078,6.352879795,625,620,620,50,50
2015_06_23_19_M_07_1_003_sync,M07,kib.l,onset,ih,14.13496332,14.34548733,1428,1428,1428,0,0
2015_06_23_19_M_07_1_003_sync,M07,tab.l,onset,ae,16.15488925,16.38219416,1634,1626,1631,80,30
2015_06_23_19_M_07_1_003_sync,M07,til.b,coda,ih,21.02517175,21.2204404,2113,2112,2109,10,40
2015_06_23_19_M_07_1_003_sync,M07,al.b,coda,ae,29.77650968,30.03432531,2995,2987,2992,80,30
2015_06_23_19_M_07_1_003_sync,M07,cal.b,coda,ae,34.88103259,35.1083375,3510,3499,3502,110,80
2015_06_23_19_M_07_1_003_sync,M07,tib.l,onset,ih,37.52600556,37.68771241,3767,3767,3766,0,10
2015_06_23_19_M_07_1_003_sync,M07,tab.l,onset,ae,39.88570322,40.07486972,4006,4001,4003,50,30
2015_06_23_19_M_07_1_004_sync,M07,il.b,coda,ih,7.683422945,7.895472489,787,777,779,100,80
2015_06_23_19_M_07_1_004_sync,M07,til.b,coda,ih,9.776152075,9.95921643,989,985,987,40,20
2015_06_23_19_M_07_1_004_sync,M07,cal.b,coda,ae,18.18480903,18.4273693,1833,1826,1831,70,20
2015_06_23_19_M_07_1_004_sync,M07,tab.l,onset,ae,26.14953494,26.37531431,2635,2631,2623,40,120
2015_06_23_19_M_07_1_004_sync,M07,tib.l,onset,ih,28.08610808,28.27374904,2825,2824,2823,10,20
2015_06_23_19_M_07_1_004_sync,M07,til.b,coda,ih,30.10131678,30.27522791,3016,3019,3016,-30,0
2015_06_23_19_M_07_1_004_sync,M07,tal.b,coda,ae,34.47109553,34.70450258,3461,3456,3454,50,70
2015_06_23_19_M_07_1_004_sync,M07,al.b,coda,ae,36.30962385,36.55523519,3646,3640,3645,60,10
2015_06_23_19_M_07_1_004_sync,M07,tib.l,onset,ih,38.45505444,38.64422094,3861,3862,3860,-10,10
2015_06_23_19_M_07_1_004_sync,M07,tab.l,onset,ae,40.63959749,40.85622365,4086,4076,4081,100,50
2015_06_23_19_M_07_1_005_sync,M07,tab.l,onset,ae,6.655817261,6.895326458,670,680,677,-100,-70
2015_06_23_19_M_07_1_005_sync,M07,cab.l,onset,ae,10.83421149,11.05693979,1101,1095,1097,60,40
2015_06_23_19_M_07_1_005_sync,M07,al.b,coda,ae,18.64292197,18.88243116,1880,1874,1876,60,40
2015_06_23_19_M_07_1_005_sync,M07,tab.l,onset,ae,20.60321128,20.81983743,2066,2074,2074,-80,-80
2015_06_23_19_M_07_1_005_sync,M07,tib.l,onset,ih,22.56502611,22.76182029,2272,2271,2270,10,20
2015_06_23_19_M_07_1_005_sync,M07,til.b,coda,ih,26.65715714,26.85090025,2687,2677,2680,100,70
2015_06_23_19_M_07_1_005_sync,M07,tal.b,coda,ae,28.91020849,29.13293678,2905,2899,2905,60,0
2015_06_23_19_M_07_1_005_sync,M07,il.b,coda,ih,31.95375715,32.17495991,3207,3208,3208,-10,-10
2015_06_23_19_M_07_1_005_sync,M07,tib.l,onset,ih,36.42422116,36.59203015,3659,3659,3656,0,30
2015_06_23_19_M_07_1_005_sync,M07,til.b,coda,ih,39.29080756,39.5150614,3943,3942,3942,10,10
2015_06_23_19_M_07_1_006_sync,M07,tib.l,onset,ih,5.309110612,5.483021749,544,544,544,0,0
2015_06_23_19_M_07_1_006_sync,M07,kib.l,onset,ih,7.537753131,7.723868558,768,768,767,0,10
2015_06_23_19_M_07_1_006_sync,M07,tab.l,onset,ae,22.02573692,22.24693968,2217,2213,2215,40,20
2015_06_23_19_M_07_1_006_sync,M07,tal.b,coda,ae,24.00974229,24.23094506,2408,2410,2416,-20,-80
2015_06_23_19_M_07_1_006_sync,M07,il.b,coda,ih,25.99069662,26.21495046,2610,2609,2610,10,0
2015_06_23_19_M_07_1_006_sync,M07,tal.b,coda,ae,30.66751793,30.88566962,3079,3074,3079,50,0
2015_06_23_19_M_07_1_006_sync,M07,al.b,coda,ae,32.87411067,33.12582416,3301,3295,3301,60,0
2015_06_23_19_M_07_1_006_sync,M07,tab.l,onset,ae,35.4060528,35.64251093,3560,3553,3551,70,90
2015_06_23_19_M_07_1_006_sync,M07,til.b,coda,ih,37.60349218,37.80943957,3769,3770,3771,-10,-20
2015_06_23_19_M_07_1_006_sync,M07,kil.b,coda,ih,39.85959415,40.04723511,3996,3995,3997,10,-10
2015_06_23_19_M_07_1_007_sync,M07,cal.b,coda,ae,3.744660623,3.970439993,392,381,385,110,70
2015_06_23_19_M_07_1_007_sync,M07,tib.l,onset,ih,10.25848471,10.45070229,1039,1039,1037,0,20
2015_06_23_19_M_07_1_007_sync,M07,il.b,coda,ih,15.80401611,16.04047424,1601,1591,1593,100,80
2015_06_23_19_M_07_1_007_sync,M07,til.b,coda,ih,20.24687922,20.44672447,2042,2036,2035,60,70
2015_06_23_19_M_07_1_007_sync,M07,cab.l,onset,ae,22.39383513,22.6196145,2260,2253,2251,70,90
2015_06_23_19_M_07_1_007_sync,M07,tib.l,onset,ih,28.68645641,28.90613363,2887,2886,2884,10,30
2015_06_23_19_M_07_1_007_sync,M07,al.b,coda,ae,30.67532034,30.87516559,3085,3076,3080,90,50
2015_06_23_19_M_07_1_007_sync,M07,tal.b,coda,ae,32.82241726,33.01921145,3296,3292,3295,40,10
2015_06_23_19_M_07_1_007_sync,M07,til.b,coda,ih,34.96646303,35.15105293,3518,3508,3508,100,100
2015_06_23_19_M_07_1_008_sync,M07,tal.b,coda,ae,3.302537263,3.491703763,340,337,337,30,30
2015_06_23_19_M_07_1_008_sync,M07,cal.b,coda,ae,7.650817628,7.878122535,777,770,777,70,0
2015_06_23_19_M_07_1_008_sync,M07,al.b,coda,ae,9.584480579,9.798055659,969,963,969,60,0
2015_06_23_19_M_07_1_008_sync,M07,tab.l,onset,ae,15.19117499,15.40780114,1535,1530,1533,50,20
2015_06_23_19_M_07_1_008_sync,M07,tib.l,onset,ih,17.35269426,17.52050325,1746,1746,1742,0,40
2015_06_23_19_M_07_1_008_sync,M07,tab.l,onset,ae,23.13718403,23.35838679,2332,2329,2330,30,20
2015_06_23_19_M_07_1_008_sync,M07,kib.l,onset,ih,25.1858136,25.39023546,2535,2535,2535,0,0
2015_06_23_19_M_07_1_008_sync,M07,til.b,coda,ih,27.17675465,27.36897222,2728,2727,2728,10,0
2015_06_23_19_M_07_1_008_sync,M07,il.b,coda,ih,31.46124426,31.69465131,3158,3159,3159,-10,-10
2015_06_23_19_M_07_1_008_sync,M07,til.b,coda,ih,33.41612379,33.61444351,3355,3358,3353,-30,20
2015_06_23_19_M_07_1_009_sync,M07,til.b,coda,ih,2.839575352,3.007384344,296,292,289,40,70
2015_06_23_19_M_07_1_009_sync,M07,kib.l,onset,ih,8.720724703,8.909891203,887,886,886,10,10
2015_06_23_19_M_07_1_009_sync,M07,kil.b,coda,ih,18.70343984,18.90633616,1880,1881,1881,-10,-10
2015_06_23_19_M_07_1_009_sync,M07,cab.l,onset,ae,20.63696158,20.84748559,2085,2078,2077,70,80
2015_06_23_19_M_07_1_009_sync,M07,cal.b,coda,ae,30.10113543,30.33606802,3024,3020,3025,40,-10
2015_06_23_19_M_07_1_009_sync,M07,al.b,coda,ae,32.38691519,32.61727117,3254,3248,3250,60,40
2015_06_23_19_M_07_1_009_sync,M07,il.b,coda,ih,34.92717755,35.20024855,3506,3510,3512,-40,-60
2015_06_23_19_M_07_1_009_sync,M07,tib.l,onset,ih,37.84743935,38.04423353,3802,3801,3798,10,40
2015_06_23_19_M_07_1_010_sync,M07,cab.l,onset,ae,4.849969713,5.077274619,501,498,498,30,30
2015_06_23_19_M_07_1_010_sync,M07,tal.b,coda,ae,6.96474832,7.164593573,708,704,703,40,50
2015_06_23_19_M_07_1_010_sync,M07,tal.b,coda,ae,9.000762934,9.246374276,913,907,913,60,0
2015_06_23_19_M_07_1_010_sync,M07,tib.l,onset,ih,20.78802113,20.9802387,2095,2095,2091,0,40
2015_06_23_19_M_07_1_010_sync,M07,kib.l,onset,ih,22.93290004,23.12206654,2306,2309,2306,-30,0
2015_06_23_19_M_07_1_010_sync,M07,til.b,coda,ih,25.16099121,25.35015771,2529,2528,2524,10,50
2015_06_23_19_M_07_1_010_sync,M07,kil.b,coda,ih,27.1784174,27.35843069,2726,2729,2731,-30,-50
2015_06_23_19_M_07_1_010_sync,M07,il.b,coda,ih,29.15603872,29.39402238,2929,2928,2928,10,10
2015_06_23_19_M_08_1_001_sync,M08,tib.l,onset,ih,14.28681179,14.44851863,1440,1441,1438,-10,20
2015_06_23_19_M_08_1_001_sync,M08,tib.l,onset,ih,16.40520523,16.57453976,1644,1653,1650,-90,-60
2015_06_23_19_M_08_1_001_sync,M08,kil.b,coda,ih,19.183592,19.34987545,1928,1928,1928,0,0
2015_06_23_19_M_08_1_001_sync,M08,il.b,coda,ih,21.61734842,21.82634689,2178,2174,2170,40,80
2015_06_23_19_M_08_1_001_sync,M08,al.b,coda,ae,26.11193834,26.32093681,2622,2619,2617,30,50
2015_06_23_19_M_08_1_001_sync,M08,tab.l,onset,ae,28.99447183,29.21262352,2916,2915,2917,10,-10
2015_06_23_19_M_08_1_001_sync,M08,til.b,coda,ih,33.9723749,34.1447605,3408,3409,3408,-10,0
2015_06_23_19_M_08_1_001_sync,M08,cal.b,coda,ae,36.49072821,36.68904792,3659,3658,3658,10,10
2015_06_23_19_M_08_1_001_sync,M08,cab.l,onset,ae,39.23000238,39.44052638,3942,3938,3941,40,10
2015_06_23_19_M_08_1_001_sync,M08,tal.b,coda,ae,46.121736,46.30785143,4623,4621,4620,20,30
2015_06_23_19_M_08_1_002_sync,M08,il.b,coda,ih,4.564694389,4.795050368,466,468,465,-20,10
2015_06_23_19_M_08_1_002_sync,M08,tal.b,coda,ae,6.958646188,7.158491442,706,705,705,10,10
2015_06_23_19_M_08_1_002_sync,M08,kib.l,onset,ih,13.79255115,13.98019211,1383,1391,1393,-80,-100
2015_06_23_19_M_08_1_002_sync,M08,kil.b,coda,ih,20.57847223,20.76306212,2070,2070,2069,0,10
2015_06_23_19_M_08_1_002_sync,M08,kib.l,onset,ih,23.10195378,23.29417135,2315,2324,2323,-90,-80
2015_06_23_19_M_08_1_002_sync,M08,cal.b,coda,ae,29.79495819,30.02836524,2997,2990,2987,70,100
2015_06_23_19_M_08_1_002_sync,M08,tab.l,onset,ae,33.92591969,34.12118833,3408,3406,3407,20,10
2015_06_23_19_M_08_1_002_sync,M08,til.b,coda,ih,36.11725719,36.29116833,3621,3625,3620,-40,10
2015_06_23_19_M_08_1_002_sync,M08,cab.l,onset,ae,38.21858808,38.41995887,3839,3837,3832,20,70
2015_06_23_19_M_08_1_002_sync,M08,al.b,coda,ae,42.4883734,42.6775399,4264,4258,4258,60,60
2015_06_23_19_M_08_1_003_sync,M08,il.b,coda,ih,7.914974857,8.101090284,793,799,803,-60,-100
2015_06_23_19_M_08_1_003_sync,M08,kib.l,onset,ih,11.94390143,12.12238918,1205,1207,1205,-20,0
2015_06_23_19_M_08_1_003_sync,M08,tal.b,coda,ae,17.98928668,18.16548612,1810,1808,1814,20,-40
2015_06_23_19_M_08_1_003_sync,M08,cal.b,coda,ae,20.05941444,20.26917568,2019,2016,2012,30,70
2015_06_23_19_M_08_1_003_sync,M08,til.b,coda,ih,24.31016566,24.48560233,2442,2442,2442,0,0
2015_06_23_19_M_08_1_003_sync,M08,cab.l,onset,ae,26.45657034,26.67014542,2662,2659,2661,30,10
2015_06_23_19_M_08_1_003_sync,M08,kil.b,coda,ih,28.66607337,28.85371433,2879,2878,2879,10,0
2015_06_23_19_M_08_1_003_sync,M08,al.b,coda,ae,30.68128195,30.89943364,3081,3077,3086,40,-50
2015_06_23_19_M_08_1_003_sync,M08,kib.l,onset,ih,36.65351185,36.82742299,3680,3679,3677,10,30
2015_06_23_19_M_08_1_003_sync,M08,kib.l,onset,ih,38.68196289,38.89172413,3885,3884,3884,10,10
2015_06_23_19_M_08_1_004_sync,M08,cab.l,onset,ae,5.31643733,5.51780812,536,538,543,-20,-70
2015_06_23_19_M_08_1_004_sync,M08,al.b,coda,ae,7.146081585,7.359656665,724,724,722,0,20
2015_06_23_19_M_08_1_004_sync,M08,kil.b,coda,ih,14.65218383,14.8108396,1474,1474,1474,0,0
2015_06_23_19_M_08_1_004_sync,M08,kib.l,onset,ih,16.52122269,16.67530186,1657,1664,1664,-70,-70
2015_06_23_19_M_08_1_004_sync,M08,til.b,coda,ih,18.6240789,18.77815806,1872,1872,1871,0,10
2015_06_23_19_M_08_1_004_sync,M08,tab.l,onset,ae,20.87033547,21.05034875,2092,2101,2099,-90,-70
2015_06_23_19_M_08_1_004_sync,M08,tal.b,coda,ae,26.85369548,27.04133644,2697,2695,2697,20,0
2015_06_23_19_M_08_1_004_sync,M08,cal.b,coda,ae,31.21403843,31.3894751,3131,3131,3133,0,-20
2015_06_23_19_M_08_1_004_sync,M08,il.b,coda,ih,33.06906551,33.28569166,3317,3322,3319,-50,-20
2015_06_23_19_M_08_1_004_sync,M08,tib.l,onset,ih,35.2726071,35.43278841,3540,3541,3543,-10,-30
2015_06_23_19_M_08_1_005_sync,M08,tal.b,coda,ae,5.32589302,5.521161665,539,540,541,-10,-20
2015_06_23_19_M_08_1_005_sync,M08,til.b,coda,ih,9.048574691,9.190449565,914,913,912,10,20
2015_06_23_19_M_08_1_005_sync,M08,al.b,coda,ae,12.47086666,12.65850763,1257,1256,1257,10,0
2015_06_23_19_M_08_1_005_sync,M08,tib.l,onset,ih,16.22696927,16.38562504,1626,1636,1631,-100,-50
2015_06_23_19_M_08_1_005_sync,M08,kib.l,onset,ih,21.66377749,21.81938219,2171,2178,2174,-70,-30
2015_06_23_19_M_08_1_005_sync,M08,il.b,coda,ih,23.47401287,23.67690919,2364,2359,2357,50,70
2015_06_23_19_M_08_1_005_sync,M08,cab.l,onset,ae,27.64449754,27.86722584,2782,2779,2783,30,-10
2015_06_23_19_M_08_1_005_sync,M08,tab.l,onset,ae,30.02721946,30.24537115,3021,3019,3024,20,-30
2015_06_23_19_M_08_1_005_sync,M08,kil.b,coda,ih,33.85363763,34.03365091,3398,3398,3397,0,10
2015_06_23_19_M_08_1_005_sync,M08,cal.b,coda,ae,35.88853725,36.08990804,3600,3601,3600,-10,0
2015_06_23_19_M_08_1_006_sync,M08,cal.b,coda,ae,3.126407986,3.329304312,319,320,323,-10,-40
2015_06_23_19_M_08_1_006_sync,M08,kil.b,coda,ih,5.155346106,5.347563678,526,523,526,30,0
2015_06_23_19_M_08_1_006_sync,M08,tab.l,onset,ae,7.130890394,7.333786721,718,727,725,-90,-70
2015_06_23_19_M_08_1_006_sync,M08,tal.b,coda,ae,13.08526502,13.2942635,1320,1318,1320,20,0
