run,samp,samp_norm,token,syllable,vowel,item,delta_v1,delta,
1,1,0,cal.b,coda,ae,1,-1.218967547,-1.218967547,F03-run1
1,2,0.012658228,cal.b,coda,ae,1,-1.239204809,-1.239204809,
1,3,0.025316456,cal.b,coda,ae,1,-1.256321297,-1.256321297,
1,4,0.037974684,cal.b,coda,ae,1,-1.255786949,-1.255786949,
1,5,0.050632911,cal.b,coda,ae,1,-1.249508872,-1.249508872,
1,6,0.063291139,cal.b,coda,ae,1,-1.261981063,-1.261981063,
1,7,0.075949367,cal.b,coda,ae,1,-1.287520317,-1.287520317,
1,8,0.088607595,cal.b,coda,ae,1,-1.305574246,-1.305574246,
1,9,0.101265823,cal.b,coda,ae,1,-1.298556993,-1.298556993,
1,10,0.113924051,cal.b,coda,ae,1,-1.260845927,-1.260845927,
1,11,0.126582278,cal.b,coda,ae,1,-1.238312657,-1.238312657,
1,12,0.139240506,cal.b,coda,ae,1,-1.232855942,-1.232855942,
1,13,0.151898734,cal.b,coda,ae,1,-1.234300684,-1.234300684,
1,14,0.164556962,cal.b,coda,ae,1,-1.226365924,-1.226365924,
1,15,0.17721519,cal.b,coda,ae,1,-1.2104402,-1.2104402,
1,16,0.189873418,cal.b,coda,ae,1,-1.19973611,-1.19973611,
1,17,0.202531646,cal.b,coda,ae,1,-1.189673015,-1.189673015,
1,18,0.215189873,cal.b,coda,ae,1,-1.200289655,-1.200289655,
1,19,0.227848101,cal.b,coda,ae,1,-1.214109846,-1.214109846,
1,20,0.240506329,cal.b,coda,ae,1,-1.191810103,-1.191810103,
1,21,0.253164557,cal.b,coda,ae,1,-1.154960254,-1.154960254,
1,22,0.265822785,cal.b,coda,ae,1,-1.150484932,-1.150484932,
1,23,0.278481013,cal.b,coda,ae,1,-1.189475824,-1.189475824,
1,24,0.291139241,cal.b,coda,ae,1,-1.296530597,-1.296530597,
1,25,0.303797468,cal.b,coda,ae,1,-1.44510591,-1.44510591,
1,26,0.316455696,cal.b,coda,ae,1,-1.606866206,-1.606866206,
1,27,0.329113924,cal.b,coda,ae,1,-1.729173849,-1.729173849,
1,28,0.341772152,cal.b,coda,ae,1,-1.8417931,-1.8417931,
1,29,0.35443038,cal.b,coda,ae,1,-1.968214859,-1.968214859,
1,30,0.367088608,cal.b,coda,ae,1,-2.140319463,-2.140319463,
1,31,0.379746835,cal.b,coda,ae,1,-2.322715252,-2.322715252,
1,32,0.392405063,cal.b,coda,ae,1,-2.504466909,-2.504466909,
1,33,0.405063291,cal.b,coda,ae,1,-2.692505994,-2.692505994,
1,34,0.417721519,cal.b,coda,ae,1,-2.897054385,-2.897054385,
1,35,0.430379747,cal.b,coda,ae,1,-3.038448033,-3.038448033,
1,36,0.443037975,cal.b,coda,ae,1,-3.062747938,-3.062747938,
1,37,0.455696203,cal.b,coda,ae,1,-2.989359226,-2.989359226,
1,38,0.46835443,cal.b,coda,ae,1,-2.868585265,-2.868585265,
1,39,0.481012658,cal.b,coda,ae,1,-2.755109634,-2.755109634,
1,40,0.493670886,cal.b,coda,ae,1,-2.672227784,-2.672227784,
1,41,0.506329114,cal.b,coda,ae,1,-2.669509846,-2.669509846,
1,42,0.518987342,cal.b,coda,ae,1,-2.752427672,-2.752427672,
1,43,0.53164557,cal.b,coda,ae,1,-2.871221513,-2.871221513,
1,44,0.544303797,cal.b,coda,ae,1,-2.991054028,-2.991054028,
1,45,0.556962025,cal.b,coda,ae,1,-3.173170762,-3.173170762,
1,46,0.569620253,cal.b,coda,ae,1,-3.391046579,-3.391046579,
1,47,0.582278481,cal.b,coda,ae,1,-3.651484973,-3.651484973,
1,48,0.594936709,cal.b,coda,ae,1,-3.903540623,-3.903540623,
1,49,0.607594937,cal.b,coda,ae,1,-4.118966487,-4.118966487,
1,50,0.620253165,cal.b,coda,ae,1,-4.279625739,-4.279625739,
1,51,0.632911392,cal.b,coda,ae,1,-4.347921113,-4.347921113,
1,52,0.64556962,cal.b,coda,ae,1,-4.309974309,-4.309974309,
1,53,0.658227848,cal.b,coda,ae,1,-4.235495892,-4.235495892,
1,54,0.670886076,cal.b,coda,ae,1,-4.140249787,-4.140249787,
1,55,0.683544304,cal.b,coda,ae,1,-4.101569659,-4.101569659,
1,56,0.696202532,cal.b,coda,ae,1,-4.124749072,-4.124749072,
1,57,0.708860759,cal.b,coda,ae,1,-4.213816797,-4.213816797,
1,58,0.721518987,cal.b,coda,ae,1,-4.32483591,-4.32483591,
1,59,0.734177215,cal.b,coda,ae,1,-4.386422909,-4.386422909,
1,60,0.746835443,cal.b,coda,ae,1,-4.402386898,-4.402386898,
1,61,0.759493671,cal.b,coda,ae,1,-4.368408336,-4.368408336,
1,62,0.772151899,cal.b,coda,ae,1,-4.321909691,-4.321909691,
1,63,0.784810127,cal.b,coda,ae,1,-4.217875513,-4.217875513,
1,64,0.797468354,cal.b,coda,ae,1,-4.108094292,-4.108094292,
1,65,0.810126582,cal.b,coda,ae,1,-3.960810445,-3.960810445,
1,66,0.82278481,cal.b,coda,ae,1,-3.821340068,-3.821340068,
1,67,0.835443038,cal.b,coda,ae,1,-3.736870488,-3.736870488,
1,68,0.848101266,cal.b,coda,ae,1,-3.687183611,-3.687183611,
1,69,0.860759494,cal.b,coda,ae,1,-3.609109701,-3.609109701,
1,70,0.873417722,cal.b,coda,ae,1,-3.558175444,-3.558175444,
1,71,0.886075949,cal.b,coda,ae,1,-3.563512406,-3.563512406,
1,72,0.898734177,cal.b,coda,ae,1,-3.598862781,-3.598862781,
1,73,0.911392405,cal.b,coda,ae,1,-3.621916334,-3.621916334,
1,74,0.924050633,cal.b,coda,ae,1,-3.610591402,-3.610591402,
1,75,0.936708861,cal.b,coda,ae,1,-3.555066285,-3.555066285,
1,76,0.949367089,cal.b,coda,ae,1,-3.448657962,-3.448657962,
1,77,0.962025316,cal.b,coda,ae,1,-3.367039939,-3.367039939,
1,78,0.974683544,cal.b,coda,ae,1,-3.319611356,-3.319611356,
1,79,0.987341772,cal.b,coda,ae,1,-3.321319763,-3.321319763,
1,80,1,cal.b,coda,ae,1,-3.3591116,-3.3591116,
1,1,0,til.b,coda,ih,2,-3.893062274,-3.893062274,
1,2,0.012658228,til.b,coda,ih,2,-3.753488853,-3.753488853,
1,3,0.025316456,til.b,coda,ih,2,-3.566822304,-3.566822304,
1,4,0.037974684,til.b,coda,ih,2,-3.386846896,-3.386846896,
1,5,0.050632911,til.b,coda,ih,2,-3.273234463,-3.273234463,
1,6,0.063291139,til.b,coda,ih,2,-3.223950889,-3.223950889,
1,7,0.075949367,til.b,coda,ih,2,-3.230164572,-3.230164572,
1,8,0.088607595,til.b,coda,ih,2,-3.248514156,-3.248514156,
1,9,0.101265823,til.b,coda,ih,2,-3.201017227,-3.201017227,
1,10,0.113924051,til.b,coda,ih,2,-3.067131722,-3.067131722,
1,11,0.126582278,til.b,coda,ih,2,-2.878651778,-2.878651778,
1,12,0.139240506,til.b,coda,ih,2,-2.686488985,-2.686488985,
1,13,0.151898734,til.b,coda,ih,2,-2.557805595,-2.557805595,
1,14,0.164556962,til.b,coda,ih,2,-2.474821645,-2.474821645,
1,15,0.17721519,til.b,coda,ih,2,-2.450399107,-2.450399107,
1,16,0.189873418,til.b,coda,ih,2,-2.424434472,-2.424434472,
1,17,0.202531646,til.b,coda,ih,2,-2.40047692,-2.40047692,
1,18,0.215189873,til.b,coda,ih,2,-2.359584064,-2.359584064,
1,19,0.227848101,til.b,coda,ih,2,-2.295172967,-2.295172967,
1,20,0.240506329,til.b,coda,ih,2,-2.268642599,-2.268642599,
1,21,0.253164557,til.b,coda,ih,2,-2.269090771,-2.269090771,
1,22,0.265822785,til.b,coda,ih,2,-2.287786044,-2.287786044,
1,23,0.278481013,til.b,coda,ih,2,-2.382524654,-2.382524654,
1,24,0.291139241,til.b,coda,ih,2,-2.563905191,-2.563905191,
1,25,0.303797468,til.b,coda,ih,2,-2.796406322,-2.796406322,
1,26,0.316455696,til.b,coda,ih,2,-2.989566062,-2.989566062,
1,27,0.329113924,til.b,coda,ih,2,-3.142368066,-3.142368066,
1,28,0.341772152,til.b,coda,ih,2,-3.221800173,-3.221800173,
1,29,0.35443038,til.b,coda,ih,2,-3.267312931,-3.267312931,
1,30,0.367088608,til.b,coda,ih,2,-3.266150898,-3.266150898,
1,31,0.379746835,til.b,coda,ih,2,-3.244971627,-3.244971627,
1,32,0.392405063,til.b,coda,ih,2,-3.196183141,-3.196183141,
1,33,0.405063291,til.b,coda,ih,2,-3.15022663,-3.15022663,
1,34,0.417721519,til.b,coda,ih,2,-3.121075769,-3.121075769,
1,35,0.430379747,til.b,coda,ih,2,-3.118199808,-3.118199808,
1,36,0.443037975,til.b,coda,ih,2,-3.149355558,-3.149355558,
1,37,0.455696203,til.b,coda,ih,2,-3.196913828,-3.196913828,
1,38,0.46835443,til.b,coda,ih,2,-3.255609216,-3.255609216,
1,39,0.481012658,til.b,coda,ih,2,-3.324099866,-3.324099866,
1,40,0.493670886,til.b,coda,ih,2,-3.382531988,-3.382531988,
1,41,0.506329114,til.b,coda,ih,2,-3.446944164,-3.446944164,
1,42,0.518987342,til.b,coda,ih,2,-3.518381162,-3.518381162,
1,43,0.53164557,til.b,coda,ih,2,-3.587887357,-3.587887357,
1,44,0.544303797,til.b,coda,ih,2,-3.666982917,-3.666982917,
1,45,0.556962025,til.b,coda,ih,2,-3.749379074,-3.749379074,
1,46,0.569620253,til.b,coda,ih,2,-3.841360417,-3.841360417,
1,47,0.582278481,til.b,coda,ih,2,-3.908463283,-3.908463283,
1,48,0.594936709,til.b,coda,ih,2,-3.94476846,-3.94476846,
1,49,0.607594937,til.b,coda,ih,2,-3.964274264,-3.964274264,
1,50,0.620253165,til.b,coda,ih,2,-3.965449925,-3.965449925,
1,51,0.632911392,til.b,coda,ih,2,-3.967126385,-3.967126385,
1,52,0.64556962,til.b,coda,ih,2,-3.996604398,-3.996604398,
1,53,0.658227848,til.b,coda,ih,2,-4.066114256,-4.066114256,
1,54,0.670886076,til.b,coda,ih,2,-4.143444931,-4.143444931,
1,55,0.683544304,til.b,coda,ih,2,-4.258616196,-4.258616196,
1,56,0.696202532,til.b,coda,ih,2,-4.329079041,-4.329079041,
1,57,0.708860759,til.b,coda,ih,2,-4.339166945,-4.339166945,
1,58,0.721518987,til.b,coda,ih,2,-4.306917196,-4.306917196,
1,59,0.734177215,til.b,coda,ih,2,-4.273027103,-4.273027103,
1,60,0.746835443,til.b,coda,ih,2,-4.252712933,-4.252712933,
1,61,0.759493671,til.b,coda,ih,2,-4.255440828,-4.255440828,
1,62,0.772151899,til.b,coda,ih,2,-4.295162959,-4.295162959,
1,63,0.784810127,til.b,coda,ih,2,-4.330350053,-4.330350053,
1,64,0.797468354,til.b,coda,ih,2,-4.350984354,-4.350984354,
1,65,0.810126582,til.b,coda,ih,2,-4.373420342,-4.373420342,
1,66,0.82278481,til.b,coda,ih,2,-4.413363029,-4.413363029,
1,67,0.835443038,til.b,coda,ih,2,-4.451940119,-4.451940119,
1,68,0.848101266,til.b,coda,ih,2,-4.466101413,-4.466101413,
1,69,0.860759494,til.b,coda,ih,2,-4.424004106,-4.424004106,
1,70,0.873417722,til.b,coda,ih,2,-4.366156301,-4.366156301,
1,71,0.886075949,til.b,coda,ih,2,-4.317517274,-4.317517274,
1,72,0.898734177,til.b,coda,ih,2,-4.270528839,-4.270528839,
1,73,0.911392405,til.b,coda,ih,2,-4.239950993,-4.239950993,
1,74,0.924050633,til.b,coda,ih,2,-4.245083484,-4.245083484,
1,75,0.936708861,til.b,coda,ih,2,-4.293141244,-4.293141244,
1,76,0.949367089,til.b,coda,ih,2,-4.334648368,-4.334648368,
1,77,0.962025316,til.b,coda,ih,2,-4.33781244,-4.33781244,
1,78,0.974683544,til.b,coda,ih,2,-4.323023764,-4.323023764,
1,79,0.987341772,til.b,coda,ih,2,-4.303346735,-4.303346735,
1,80,1,til.b,coda,ih,2,-4.295658128,-4.295658128,
1,1,0,kil.b,coda,ih,3,-2.190806124,-2.190806124,
1,2,0.012658228,kil.b,coda,ih,3,-2.023444909,-2.023444909,
1,3,0.025316456,kil.b,coda,ih,3,-1.885075601,-1.885075601,
1,4,0.037974684,kil.b,coda,ih,3,-1.773292412,-1.773292412,
1,5,0.050632911,kil.b,coda,ih,3,-1.707582897,-1.707582897,
1,6,0.063291139,kil.b,coda,ih,3,-1.683230716,-1.683230716,
1,7,0.075949367,kil.b,coda,ih,3,-1.666305746,-1.666305746,
1,8,0.088607595,kil.b,coda,ih,3,-1.637094147,-1.637094147,
1,9,0.101265823,kil.b,coda,ih,3,-1.584528427,-1.584528427,
1,10,0.113924051,kil.b,coda,ih,3,-1.520588312,-1.520588312,
1,11,0.126582278,kil.b,coda,ih,3,-1.451501532,-1.451501532,
1,12,0.139240506,kil.b,coda,ih,3,-1.351504298,-1.351504298,
1,13,0.151898734,kil.b,coda,ih,3,-1.228861948,-1.228861948,
1,14,0.164556962,kil.b,coda,ih,3,-1.143854335,-1.143854335,
1,15,0.17721519,kil.b,coda,ih,3,-1.086770157,-1.086770157,
1,16,0.189873418,kil.b,coda,ih,3,-1.028553273,-1.028553273,
1,17,0.202531646,kil.b,coda,ih,3,-0.963596629,-0.963596629,
1,18,0.215189873,kil.b,coda,ih,3,-0.889386564,-0.889386564,
1,19,0.227848101,kil.b,coda,ih,3,-0.824453162,-0.824453162,
1,20,0.240506329,kil.b,coda,ih,3,-0.807229443,-0.807229443,
1,21,0.253164557,kil.b,coda,ih,3,-0.887493463,-0.887493463,
1,22,0.265822785,kil.b,coda,ih,3,-1.054040389,-1.054040389,
1,23,0.278481013,kil.b,coda,ih,3,-1.234481966,-1.234481966,
1,24,0.291139241,kil.b,coda,ih,3,-1.426688551,-1.426688551,
1,25,0.303797468,kil.b,coda,ih,3,-1.593116264,-1.593116264,
1,26,0.316455696,kil.b,coda,ih,3,-1.711075713,-1.711075713,
1,27,0.329113924,kil.b,coda,ih,3,-1.810140054,-1.810140054,
1,28,0.341772152,kil.b,coda,ih,3,-1.899472471,-1.899472471,
1,29,0.35443038,kil.b,coda,ih,3,-1.990400425,-1.990400425,
1,30,0.367088608,kil.b,coda,ih,3,-2.016368788,-2.016368788,
1,31,0.379746835,kil.b,coda,ih,3,-1.965999437,-1.965999437,
1,32,0.392405063,kil.b,coda,ih,3,-1.815782499,-1.815782499,
1,33,0.405063291,kil.b,coda,ih,3,-1.600839239,-1.600839239,
1,34,0.417721519,kil.b,coda,ih,3,-1.255046962,-1.255046962,
1,35,0.430379747,kil.b,coda,ih,3,-0.789545906,-0.789545906,
1,36,0.443037975,kil.b,coda,ih,3,-0.242369248,-0.242369248,
1,37,0.455696203,kil.b,coda,ih,3,0.342279165,0.342279165,
1,38,0.46835443,kil.b,coda,ih,3,0.919214478,0.919214478,
1,39,0.481012658,kil.b,coda,ih,3,1.434442304,1.434442304,
1,40,0.493670886,kil.b,coda,ih,3,1.833513726,1.833513726,
1,41,0.506329114,kil.b,coda,ih,3,2.074882215,2.074882215,
1,42,0.518987342,kil.b,coda,ih,3,2.237328903,2.237328903,
1,43,0.53164557,kil.b,coda,ih,3,2.304008439,2.304008439,
1,44,0.544303797,kil.b,coda,ih,3,2.28923754,2.28923754,
1,45,0.556962025,kil.b,coda,ih,3,2.169684039,2.169684039,
1,46,0.569620253,kil.b,coda,ih,3,1.87068622,1.87068622,
1,47,0.582278481,kil.b,coda,ih,3,1.370815633,1.370815633,
1,48,0.594936709,kil.b,coda,ih,3,0.687547968,0.687547968,
1,49,0.607594937,kil.b,coda,ih,3,-0.142397896,-0.142397896,
1,50,0.620253165,kil.b,coda,ih,3,-1.042221519,-1.042221519,
1,51,0.632911392,kil.b,coda,ih,3,-1.897097675,-1.897097675,
1,52,0.64556962,kil.b,coda,ih,3,-2.702433215,-2.702433215,
1,53,0.658227848,kil.b,coda,ih,3,-3.391201016,-3.391201016,
1,54,0.670886076,kil.b,coda,ih,3,-3.902816251,-3.902816251,
1,55,0.683544304,kil.b,coda,ih,3,-4.197198052,-4.197198052,
1,56,0.696202532,kil.b,coda,ih,3,-4.34905838,-4.34905838,
1,57,0.708860759,kil.b,coda,ih,3,-4.442086287,-4.442086287,
1,58,0.721518987,kil.b,coda,ih,3,-4.521541453,-4.521541453,
1,59,0.734177215,kil.b,coda,ih,3,-4.609613829,-4.609613829,
1,60,0.746835443,kil.b,coda,ih,3,-4.710489108,-4.710489108,
1,61,0.759493671,kil.b,coda,ih,3,-4.811653741,-4.811653741,
1,62,0.772151899,kil.b,coda,ih,3,-4.872992508,-4.872992508,
1,63,0.784810127,kil.b,coda,ih,3,-4.897291352,-4.897291352,
1,64,0.797468354,kil.b,coda,ih,3,-4.951617067,-4.951617067,
1,65,0.810126582,kil.b,coda,ih,3,-5.004242972,-5.004242972,
1,66,0.82278481,kil.b,coda,ih,3,-5.03109533,-5.03109533,
1,67,0.835443038,kil.b,coda,ih,3,-5.033890266,-5.033890266,
1,68,0.848101266,kil.b,coda,ih,3,-5.027944144,-5.027944144,
1,69,0.860759494,kil.b,coda,ih,3,-5.005009572,-5.005009572,
1,70,0.873417722,kil.b,coda,ih,3,-4.985672162,-4.985672162,
1,71,0.886075949,kil.b,coda,ih,3,-4.995672836,-4.995672836,
1,72,0.898734177,kil.b,coda,ih,3,-5.06115072,-5.06115072,
1,73,0.911392405,kil.b,coda,ih,3,-5.128790786,-5.128790786,
1,74,0.924050633,kil.b,coda,ih,3,-5.175481003,-5.175481003,
1,75,0.936708861,kil.b,coda,ih,3,-5.185623508,-5.185623508,
1,76,0.949367089,kil.b,coda,ih,3,-5.194257748,-5.194257748,
1,77,0.962025316,kil.b,coda,ih,3,-5.212222858,-5.212222858,
1,78,0.974683544,kil.b,coda,ih,3,-5.224215375,-5.224215375,
1,79,0.987341772,kil.b,coda,ih,3,-5.205923714,-5.205923714,
1,80,1,kil.b,coda,ih,3,-5.167218085,-5.167218085,
1,1,0,al.b,coda,ae,4,-2.667601764,-2.667601764,
1,2,0.012658228,al.b,coda,ae,4,-2.947897326,-2.947897326,
1,3,0.025316456,al.b,coda,ae,4,-3.230672119,-3.230672119,
1,4,0.037974684,al.b,coda,ae,4,-3.448523148,-3.448523148,
1,5,0.050632911,al.b,coda,ae,4,-3.592561994,-3.592561994,
1,6,0.063291139,al.b,coda,ae,4,-3.633728249,-3.633728249,
1,7,0.075949367,al.b,coda,ae,4,-3.595049216,-3.595049216,
1,8,0.088607595,al.b,coda,ae,4,-3.547913857,-3.547913857,
1,9,0.101265823,al.b,coda,ae,4,-3.52039805,-3.52039805,
1,10,0.113924051,al.b,coda,ae,4,-3.540587147,-3.540587147,
1,11,0.126582278,al.b,coda,ae,4,-3.617667939,-3.617667939,
1,12,0.139240506,al.b,coda,ae,4,-3.677016824,-3.677016824,
1,13,0.151898734,al.b,coda,ae,4,-3.647092994,-3.647092994,
1,14,0.164556962,al.b,coda,ae,4,-3.49525682,-3.49525682,
1,15,0.17721519,al.b,coda,ae,4,-3.220271561,-3.220271561,
1,16,0.189873418,al.b,coda,ae,4,-2.855446002,-2.855446002,
1,17,0.202531646,al.b,coda,ae,4,-2.441655108,-2.441655108,
1,18,0.215189873,al.b,coda,ae,4,-2.059392504,-2.059392504,
1,19,0.227848101,al.b,coda,ae,4,-1.707362223,-1.707362223,
1,20,0.240506329,al.b,coda,ae,4,-1.438970031,-1.438970031,
1,21,0.253164557,al.b,coda,ae,4,-1.293173283,-1.293173283,
1,22,0.265822785,al.b,coda,ae,4,-1.253082887,-1.253082887,
1,23,0.278481013,al.b,coda,ae,4,-1.275187339,-1.275187339,
1,24,0.291139241,al.b,coda,ae,4,-1.288195916,-1.288195916,
1,25,0.303797468,al.b,coda,ae,4,-1.334429018,-1.334429018,
1,26,0.316455696,al.b,coda,ae,4,-1.452878841,-1.452878841,
1,27,0.329113924,al.b,coda,ae,4,-1.648960872,-1.648960872,
1,28,0.341772152,al.b,coda,ae,4,-1.901686311,-1.901686311,
1,29,0.35443038,al.b,coda,ae,4,-2.149333368,-2.149333368,
1,30,0.367088608,al.b,coda,ae,4,-2.382853059,-2.382853059,
1,31,0.379746835,al.b,coda,ae,4,-2.545120295,-2.545120295,
1,32,0.392405063,al.b,coda,ae,4,-2.597950742,-2.597950742,
1,33,0.405063291,al.b,coda,ae,4,-2.529645877,-2.529645877,
1,34,0.417721519,al.b,coda,ae,4,-2.4316513,-2.4316513,
1,35,0.430379747,al.b,coda,ae,4,-2.37637356,-2.37637356,
1,36,0.443037975,al.b,coda,ae,4,-2.342172207,-2.342172207,
1,37,0.455696203,al.b,coda,ae,4,-2.364357969,-2.364357969,
1,38,0.46835443,al.b,coda,ae,4,-2.444417914,-2.444417914,
1,39,0.481012658,al.b,coda,ae,4,-2.561950158,-2.561950158,
1,40,0.493670886,al.b,coda,ae,4,-2.651048187,-2.651048187,
1,41,0.506329114,al.b,coda,ae,4,-2.739835957,-2.739835957,
1,42,0.518987342,al.b,coda,ae,4,-2.873205314,-2.873205314,
1,43,0.53164557,al.b,coda,ae,4,-2.996282334,-2.996282334,
1,44,0.544303797,al.b,coda,ae,4,-3.076684808,-3.076684808,
1,45,0.556962025,al.b,coda,ae,4,-3.129974911,-3.129974911,
1,46,0.569620253,al.b,coda,ae,4,-3.165383092,-3.165383092,
1,47,0.582278481,al.b,coda,ae,4,-3.170925235,-3.170925235,
1,48,0.594936709,al.b,coda,ae,4,-3.180869488,-3.180869488,
1,49,0.607594937,al.b,coda,ae,4,-3.208294487,-3.208294487,
1,50,0.620253165,al.b,coda,ae,4,-3.264644875,-3.264644875,
1,51,0.632911392,al.b,coda,ae,4,-3.377298475,-3.377298475,
1,52,0.64556962,al.b,coda,ae,4,-3.544849001,-3.544849001,
1,53,0.658227848,al.b,coda,ae,4,-3.734382043,-3.734382043,
1,54,0.670886076,al.b,coda,ae,4,-3.84925538,-3.84925538,
1,55,0.683544304,al.b,coda,ae,4,-3.912760029,-3.912760029,
1,56,0.696202532,al.b,coda,ae,4,-3.982464311,-3.982464311,
1,57,0.708860759,al.b,coda,ae,4,-4.05918755,-4.05918755,
1,58,0.721518987,al.b,coda,ae,4,-4.107646189,-4.107646189,
1,59,0.734177215,al.b,coda,ae,4,-4.104504338,-4.104504338,
1,60,0.746835443,al.b,coda,ae,4,-4.07786328,-4.07786328,
1,61,0.759493671,al.b,coda,ae,4,-4.068280288,-4.068280288,
1,62,0.772151899,al.b,coda,ae,4,-4.104222342,-4.104222342,
1,63,0.784810127,al.b,coda,ae,4,-4.176308607,-4.176308607,
1,64,0.797468354,al.b,coda,ae,4,-4.295196783,-4.295196783,
1,65,0.810126582,al.b,coda,ae,4,-4.442422516,-4.442422516,
1,66,0.82278481,al.b,coda,ae,4,-4.595169577,-4.595169577,
1,67,0.835443038,al.b,coda,ae,4,-4.706095336,-4.706095336,
1,68,0.848101266,al.b,coda,ae,4,-4.739411716,-4.739411716,
1,69,0.860759494,al.b,coda,ae,4,-4.688667594,-4.688667594,
1,70,0.873417722,al.b,coda,ae,4,-4.613424827,-4.613424827,
1,71,0.886075949,al.b,coda,ae,4,-4.514629028,-4.514629028,
1,72,0.898734177,al.b,coda,ae,4,-4.47230087,-4.47230087,
1,73,0.911392405,al.b,coda,ae,4,-4.493911073,-4.493911073,
1,74,0.924050633,al.b,coda,ae,4,-4.538172136,-4.538172136,
1,75,0.936708861,al.b,coda,ae,4,-4.578205304,-4.578205304,
1,76,0.949367089,al.b,coda,ae,4,-4.621100947,-4.621100947,
1,77,0.962025316,al.b,coda,ae,4,-4.630076505,-4.630076505,
1,78,0.974683544,al.b,coda,ae,4,-4.608320444,-4.608320444,
1,79,0.987341772,al.b,coda,ae,4,-4.536635549,-4.536635549,
1,80,1,al.b,coda,ae,4,-4.412799702,-4.412799702,
1,1,0,kib.l,onset,ih,5,-3.781899812,-3.781899812,
1,2,0.012658228,kib.l,onset,ih,5,-3.571287061,-3.571287061,
1,3,0.025316456,kib.l,onset,ih,5,-3.309865373,-3.309865373,
1,4,0.037974684,kib.l,onset,ih,5,-2.952681677,-2.952681677,
1,5,0.050632911,kib.l,onset,ih,5,-2.469162285,-2.469162285,
1,6,0.063291139,kib.l,onset,ih,5,-1.855628605,-1.855628605,
1,7,0.075949367,kib.l,onset,ih,5,-1.156579005,-1.156579005,
1,8,0.088607595,kib.l,onset,ih,5,-0.448512122,-0.448512122,
1,9,0.101265823,kib.l,onset,ih,5,0.247570065,0.247570065,
1,10,0.113924051,kib.l,onset,ih,5,0.847240153,0.847240153,
1,11,0.126582278,kib.l,onset,ih,5,1.35218678,1.35218678,
1,12,0.139240506,kib.l,onset,ih,5,1.706038566,1.706038566,
1,13,0.151898734,kib.l,onset,ih,5,1.883763348,1.883763348,
1,14,0.164556962,kib.l,onset,ih,5,1.922779918,1.922779918,
1,15,0.17721519,kib.l,onset,ih,5,1.809712565,1.809712565,
1,16,0.189873418,kib.l,onset,ih,5,1.606981656,1.606981656,
1,17,0.202531646,kib.l,onset,ih,5,1.336388836,1.336388836,
1,18,0.215189873,kib.l,onset,ih,5,0.968936864,0.968936864,
1,19,0.227848101,kib.l,onset,ih,5,0.541907479,0.541907479,
1,20,0.240506329,kib.l,onset,ih,5,0.081269158,0.081269158,
1,21,0.253164557,kib.l,onset,ih,5,-0.333393904,-0.333393904,
1,22,0.265822785,kib.l,onset,ih,5,-0.665840213,-0.665840213,
1,23,0.278481013,kib.l,onset,ih,5,-0.916573522,-0.916573522,
1,24,0.291139241,kib.l,onset,ih,5,-1.111032183,-1.111032183,
1,25,0.303797468,kib.l,onset,ih,5,-1.248220939,-1.248220939,
1,26,0.316455696,kib.l,onset,ih,5,-1.360799676,-1.360799676,
1,27,0.329113924,kib.l,onset,ih,5,-1.415973354,-1.415973354,
1,28,0.341772152,kib.l,onset,ih,5,-1.370327762,-1.370327762,
1,29,0.35443038,kib.l,onset,ih,5,-1.157889768,-1.157889768,
1,30,0.367088608,kib.l,onset,ih,5,-0.779902557,-0.779902557,
1,31,0.379746835,kib.l,onset,ih,5,-0.325191718,-0.325191718,
1,32,0.392405063,kib.l,onset,ih,5,0.148367305,0.148367305,
1,33,0.405063291,kib.l,onset,ih,5,0.596448469,0.596448469,
1,34,0.417721519,kib.l,onset,ih,5,0.952342545,0.952342545,
1,35,0.430379747,kib.l,onset,ih,5,1.115809789,1.115809789,
1,36,0.443037975,kib.l,onset,ih,5,1.068004745,1.068004745,
1,37,0.455696203,kib.l,onset,ih,5,0.820960846,0.820960846,
1,38,0.46835443,kib.l,onset,ih,5,0.414123519,0.414123519,
1,39,0.481012658,kib.l,onset,ih,5,-0.164696516,-0.164696516,
1,40,0.493670886,kib.l,onset,ih,5,-0.854895105,-0.854895105,
1,41,0.506329114,kib.l,onset,ih,5,-1.630554335,-1.630554335,
1,42,0.518987342,kib.l,onset,ih,5,-2.426213285,-2.426213285,
1,43,0.53164557,kib.l,onset,ih,5,-3.128979739,-3.128979739,
1,44,0.544303797,kib.l,onset,ih,5,-3.670066243,-3.670066243,
1,45,0.556962025,kib.l,onset,ih,5,-4.077229605,-4.077229605,
1,46,0.569620253,kib.l,onset,ih,5,-4.382512005,-4.382512005,
1,47,0.582278481,kib.l,onset,ih,5,-4.579975952,-4.579975952,
1,48,0.594936709,kib.l,onset,ih,5,-4.703218076,-4.703218076,
1,49,0.607594937,kib.l,onset,ih,5,-4.797077334,-4.797077334,
1,50,0.620253165,kib.l,onset,ih,5,-4.882852476,-4.882852476,
1,51,0.632911392,kib.l,onset,ih,5,-4.938631378,-4.938631378,
1,52,0.64556962,kib.l,onset,ih,5,-4.971491275,-4.971491275,
1,53,0.658227848,kib.l,onset,ih,5,-5.006038091,-5.006038091,
1,54,0.670886076,kib.l,onset,ih,5,-5.067552577,-5.067552577,
